day,events
2007-12-25,1365
2007-12-26,1931
2007-12-27,2418
2007-12-28,4183
2007-12-29,2770
2007-12-30,2809
2007-12-31,3816
2008-01-01,3637
2008-01-02,4010
2008-01-03,3676
2008-01-04,3528
2008-01-05,4093
2008-01-06,3046
2008-01-07,2499
2008-01-08,2767
2008-01-09,2728
2008-01-10,2203
2008-01-11,1791
2008-01-12,3904
2008-01-13,3490
2008-01-14,2687
2008-01-15,1385
2008-01-16,2807
2008-01-17,3713
2008-01-18,2032
2008-01-19,2837
2008-01-20,4389
2008-01-21,5061
2008-01-22,4129
2008-01-23,2853
2008-01-24,2980
2008-01-25,4826
2008-01-26,3782
2008-01-27,5694
2008-01-28,4724
2008-01-29,2325
2008-01-30,2415
2008-01-31,3564
2008-02-01,3355
2008-02-02,2268
2008-02-03,3777
2008-02-04,4325
2008-02-05,3304
2008-02-06,2571
2008-02-07,2435
2008-02-08,3097
2008-02-09,794
2008-02-10,4756
2008-02-11,3915
2008-02-12,4311
2008-02-13,3274
2008-02-14,1859
2008-02-15,2541
2008-02-16,2209
2008-02-17,2565
2008-02-18,4799
2008-02-19,2674
2008-02-20,2078
2008-02-21,2483
2008-02-22,3290
2008-02-23,3039
2008-02-24,3165
2008-02-25,1792
2008-02-26,3242
2008-02-27,3267
2008-02-28,2454
2008-02-29,2272
2008-03-01,2277
2008-03-02,3201
2008-03-03,1979
2008-03-04,1684
2008-03-05,1870
2008-03-06,3508
2008-03-07,1907
2008-03-08,2881
2008-03-09,2967
2008-03-10,3182
2008-03-11,1532
2008-03-12,2061
2008-03-13,3239
2008-03-14,2298
2008-03-15,1784
2008-03-16,2239
2008-03-17,1683
2008-03-18,2372
2008-03-19,1257
2008-03-20,1422
2008-03-21,1640
2008-03-22,1891
2008-03-23,2915
2008-03-24,4450
2008-03-25,2361
2008-03-26,7471
2008-03-27,3660
2008-03-28,3002
2008-03-29,1632
2008-03-30,3512
2008-03-31,2724
2008-04-01,1937
2008-04-02,474
2008-04-03,1648
2008-04-04,2762
2008-04-05,1838
2008-04-06,2665
2008-04-07,2920
2008-04-08,2238
2008-04-09,2375
2008-04-10,2889
2008-04-11,2823
2008-04-12,2585
2008-04-13,1030
2008-04-14,2384
2008-04-15,2617
2008-04-16,2613
2008-04-17,1338
2008-04-18,1896
2008-04-19,2933
2008-04-20,2819
2008-04-21,2767
2008-04-22,2888
2008-04-23,1513
2008-04-24,2230
2008-04-25,2140
2008-04-26,2723
2008-04-27,1986
2008-04-28,2462
2008-04-29,3118
2008-04-30,2246
2008-05-01,2282
2008-05-02,2048
2008-05-03,1830
2008-05-04,1707
2008-05-05,1957
2008-05-06,1493
2008-05-07,1743
2008-05-08,2728
2008-05-09,1776
2008-05-10,2246
2008-05-11,2887
2008-05-12,2465
2008-05-13,2780
2008-05-14,2348
2008-05-15,2337
2008-05-16,1666
2008-05-18,995
2008-05-19,3038
2008-05-20,1899
2008-05-21,2861
2008-05-22,1956
2008-05-23,2313
2008-05-24,2559
2008-05-25,2484
2008-05-26,2378
2008-05-27,1133
2008-05-28,3161
2008-05-29,2936
2008-05-30,1427
2008-05-31,2124
2008-06-01,3040
2008-06-02,1943
2008-06-03,2223
2008-06-04,2197
2008-06-05,2245
2008-06-06,2919
2008-06-07,1495
2008-06-08,3939
2008-06-09,3939
2008-06-10,3735
2008-06-11,2449
2008-06-12,2243
2008-06-13,2518
2008-06-14,3882
2008-06-15,1238
2008-06-16,3798
2008-06-17,1821
2008-06-18,2667
2008-06-19,1989
2008-06-20,1530
2008-06-21,2352
2008-06-22,2275
2008-06-23,2672
2008-06-24,2234
2008-06-25,2095
2008-06-26,2064
2008-06-27,2461
2008-06-28,2757
2008-06-29,2510
2008-06-30,3298
2008-07-01,3181
2008-07-02,2196
2008-07-03,2250
2008-07-04,2270
2008-07-05,1288
2008-07-06,526
2008-07-07,2607
2008-07-08,4313
2008-07-09,2338
2008-07-10,3895
2008-07-11,2118
2008-07-12,3206
2008-07-13,4096
2008-07-14,2853
2008-07-15,5503
2008-07-16,3511
2008-07-17,2109
2008-07-18,2685
2008-07-19,3363
2008-07-20,3098
2008-07-21,4364
2008-07-22,2039
2008-07-23,2447
2008-07-24,2455
2008-07-25,2363
2008-07-26,5412
2008-07-27,3062
2008-07-28,5090
2008-07-29,4033
2008-07-30,3129
2008-07-31,2679
2008-08-01,2214
2008-08-02,3464
2008-08-03,3523
2008-08-04,3279
2008-08-05,3714
2008-08-06,2888
2008-08-07,1769
2008-08-08,2331
2008-08-09,1862
2008-08-10,5042
2008-08-11,2497
2008-08-12,3379
2008-08-13,2051
2008-08-14,3234
2008-08-15,2193
2008-08-16,1797
2008-08-17,3008
2008-08-18,3232
2008-08-19,2620
2008-08-20,3654
2008-08-21,3908
2008-08-22,1704
2008-08-23,2559
2008-08-24,2554
2008-08-25,3559
2008-08-26,1863
2008-08-27,1925
2008-08-28,2569
2008-08-29,2898
2008-08-30,3060
2008-08-31,2878
2008-09-01,3336
2008-09-02,2324
2008-09-03,1233
2008-09-04,1749
2008-09-05,2551
2008-09-06,2211
2008-09-07,2970
2008-09-08,2763
2008-09-09,3070
2008-09-10,3141
2008-09-11,4017
2008-09-12,1673
2008-09-13,1396
2008-09-14,3279
2008-09-15,3880
2008-09-16,1857
2008-09-17,2769
2008-09-18,1706
2008-09-19,1164
2008-09-20,1803
2008-09-21,2510
2008-09-22,2083
2008-09-23,2097
2008-09-24,3310
2008-09-25,2016
2008-09-26,1788
2008-09-27,2219
2008-09-28,2893
2008-09-29,1842
2008-09-30,1352
2008-10-01,1067
2008-10-02,1770
2008-10-03,1973
2008-10-04,2723
2008-10-05,2366
2008-10-06,2939
2008-10-07,1693
2008-10-08,2711
2008-10-09,2238
2008-10-10,1917
2008-10-11,2311
2008-10-12,2224
2008-10-13,2569
2008-10-14,2882
2008-10-15,1675
2008-10-16,1950
2008-10-17,1443
2008-10-18,1511
2008-10-19,3704
2008-10-20,2900
2008-10-21,1698
2008-10-22,3038
2008-10-23,2865
2008-10-24,1820
2008-10-25,1775
2008-10-26,3364
2008-10-27,3663
2008-10-28,20140
2008-10-29,53629
2008-10-30,15096
2008-10-31,7835
2008-11-01,6272
2008-11-02,6020
2008-11-03,5853
2008-11-04,4711
2008-11-05,4208
2008-11-06,3892
2008-11-07,5911
2008-11-08,4507
2008-11-09,5340
2008-11-10,3979
2008-11-11,5643
2008-11-12,5787
2008-11-13,3749
2008-11-14,5673
2008-11-15,6191
2008-11-16,6559
2008-11-17,3759
2008-11-18,3958
2008-11-19,3185
2008-11-20,3421
2008-11-21,3317
2008-11-22,3454
2008-11-23,5349
2008-11-24,3876
2008-11-25,3248
2008-11-26,2874
2008-11-27,1727
2008-11-28,2119
2008-11-29,2879
2008-11-30,4965
2008-12-01,4019
2008-12-02,1968
2008-12-03,2396
2008-12-04,2752
2008-12-05,2702
2008-12-06,1356
2008-12-07,2560
2008-12-08,2134
2008-12-09,3136
2008-12-10,3023
2008-12-11,2274
2008-12-12,2471
2008-12-13,3421
2008-12-14,1705
2008-12-15,3845
2008-12-16,3864
2008-12-17,2485
2008-12-18,4397
2008-12-19,2052
2008-12-20,2840
2008-12-21,2872
2008-12-22,2924
2008-12-23,3656
2008-12-24,1985
2008-12-25,2183
2008-12-26,2501
2008-12-27,2788
2008-12-28,6950
2008-12-29,4174
2008-12-30,3138
2008-12-31,2847
2009-01-01,3182
2009-01-02,4639
2009-01-03,5427
2009-01-04,6158
2009-01-05,3747
2009-01-06,5125
2009-01-07,3573
2009-01-08,3408
2009-01-09,2712
2009-01-10,2676
2009-01-11,3864
2009-01-12,3180
2009-01-13,2314
2009-01-14,2566
2009-01-15,4362
2009-01-16,4164
2009-01-17,4128
2009-01-18,2856
2009-01-19,3715
2009-01-20,2830
2009-01-21,3561
2009-01-22,3085
2009-01-23,2882
2009-01-24,3292
2009-01-25,5094
2009-01-26,3646
2009-01-27,3479
2009-01-28,2552
2009-01-29,3222
2009-01-30,2702
2009-01-31,3285
2009-02-01,2623
2009-02-02,3269
2009-02-03,2327
2009-02-04,2772
2009-02-05,3209
2009-02-06,2778
2009-02-07,2431
2009-02-08,4102
2009-02-09,3265
2009-02-10,2541
2009-02-11,2933
2009-02-12,2682
2009-02-13,2077
2009-02-14,4147
2009-02-15,5221
2009-02-16,5600
2009-02-17,2852
2009-02-18,1526
2009-02-19,2677
2009-02-20,2427
2009-02-21,2921
2009-02-22,1864
2009-02-23,1303
2009-02-24,3708
2009-02-25,2405
2009-02-26,2345
2009-02-27,2111
2009-02-28,1198
2009-03-02,2508
2009-03-03,2880
2009-03-04,4330
2009-03-05,3944
2009-03-06,2745
2009-03-07,2487
2009-03-08,5233
2009-03-09,3648
2009-03-10,1919
2009-03-11,2036
2009-03-12,2445
2009-03-13,1959
2009-03-14,4695
2009-03-15,3565
2009-03-16,3508
2009-03-17,2775
2009-03-18,3083
2009-03-19,2374
2009-03-20,3163
2009-03-21,3516
2009-03-22,3959
2009-03-23,3489
2009-03-24,3133
2009-03-25,2944
2009-03-26,2116
2009-03-27,2469
2009-03-28,3814
2009-03-29,4949
2009-03-30,2756
2009-03-31,2843
2009-04-01,1362
2009-04-02,1018
2009-04-03,1766
2009-04-04,3864
2009-04-05,3021
2009-04-06,1804
2009-04-07,1912
2009-04-08,1430
2009-04-09,2884
2009-04-10,2603
2009-04-11,3113
2009-04-12,3417
2009-04-13,4375
2009-04-14,2917
2009-04-15,2672
2009-04-16,3422
2009-04-17,3375
2009-04-18,3564
2009-04-19,3416
2009-04-20,2871
2009-04-21,2532
2009-04-22,3035
2009-04-23,1541
2009-04-24,2103
2009-04-25,939
2009-04-26,1718
2009-04-27,1846
2009-04-28,2248
2009-04-29,1776
2009-04-30,1879
2009-05-01,1600
2009-05-02,2392
2009-05-03,3137
2009-05-04,4016
2009-05-05,1335
2009-05-06,2081
2009-05-07,2044
2009-05-08,1942
2009-05-09,1579
2009-05-10,2282
2009-05-11,2279
2009-05-12,1283
2009-05-13,2833
2009-05-14,1955
2009-05-15,1258
2009-05-16,1667
2009-05-17,3337
2009-05-18,2042
2009-05-19,2811
2009-05-20,2364
2009-05-21,2545
2009-05-22,2306
2009-05-23,4398
2009-05-24,1253
2009-05-25,3064
2009-05-26,2978
2009-05-27,3472
2009-05-28,2536
2009-05-29,1150
2009-05-30,2460
2009-05-31,2344
2009-06-01,2493
2009-06-02,1977
2009-06-03,2004
2009-06-04,2642
2009-06-05,2441
2009-06-06,1807
2009-06-07,1965
2009-06-08,2329
2009-06-09,2317
2009-06-10,2079
2009-06-11,2173
2009-06-12,2067
2009-06-13,2598
2009-06-14,3629
2009-06-15,2294
2009-06-16,2294
2009-06-17,1705
2009-06-18,3645
2009-06-19,2155
2009-06-20,3655
2009-06-21,2810
2009-06-22,2576
2009-06-23,2443
2009-06-24,1332
2009-06-25,1373
2009-06-26,1282
2009-06-27,2001
2009-06-28,3345
2009-06-29,1374
2009-06-30,1208
2009-07-01,2207
2009-07-02,2373
2009-07-03,2333
2009-07-04,2398
2009-07-05,5056
2009-07-06,2331
2009-07-07,3510
2009-07-08,1722
2009-07-09,2449
2009-07-10,1788
2009-07-11,2224
2009-07-12,551
2009-07-13,1402
2009-07-14,1645
2009-07-15,2100
2009-07-16,1371
2009-07-17,3042
2009-07-18,2628
2009-07-19,2581
2009-07-20,2001
2009-07-21,2136
2009-07-22,1872
2009-07-23,1809
2009-07-24,1978
2009-07-25,1489
2009-07-26,2539
2009-07-27,1873
2009-07-28,1187
2009-07-29,2635
2009-07-30,1999
2009-07-31,2105
2009-08-01,488
2009-08-03,1349
2009-08-04,4930
2009-08-05,2245
2009-08-06,1799
2009-08-07,1917
2009-08-08,2078
2009-08-09,3287
2009-08-10,2755
2009-08-11,2078
2009-08-12,2767
2009-08-13,2235
2009-08-14,1743
2009-08-15,1980
2009-08-16,1845
2009-08-17,2741
2009-08-18,2331
2009-08-19,1879
2009-08-20,2562
2009-08-21,2041
2009-08-22,2371
2009-08-23,2950
2009-08-24,2121
2009-08-25,2630
2009-08-26,2552
2009-08-27,1561
2009-08-28,2065
2009-08-29,2483
2009-08-30,2445
2009-08-31,2734
2009-09-01,1889
2009-09-02,1559
2009-09-03,1496
2009-09-04,1620
2009-09-05,3289
2009-09-06,3015
2009-09-07,2385
2009-09-08,2984
2009-09-09,1634
2009-09-10,1040
2009-09-11,1473
2009-09-12,1909
2009-09-13,2496
2009-09-14,1736
2009-09-15,887
2009-09-16,2077
2009-09-17,1705
2009-09-18,1373
2009-09-19,3488
2009-09-20,3389
2009-09-21,2675
2009-09-22,2291
2009-09-23,2012
2009-09-24,2533
2009-09-25,1591
2009-09-26,3096
2009-09-27,2118
2009-09-28,2630
2009-09-29,1545
2009-09-30,3362
2009-10-01,1765
2009-10-02,4654
2009-10-03,1860
2009-10-04,1673
2009-10-05,2115
2009-10-06,1739
2009-10-07,2297
2009-10-08,2654
2009-10-09,2161
2009-10-10,3916
2009-10-11,3077
2009-10-12,2037
2009-10-13,2286
2009-10-14,1368
2009-10-15,2442
2009-10-16,1063
2009-10-17,1969
2009-10-18,1738
2009-10-19,1399
2009-10-20,1857
2009-10-21,2215
2009-10-22,1889
2009-10-23,1790
2009-10-24,1707
2009-10-25,3017
2009-10-26,2118
2009-10-27,1019
2009-10-28,1553
2009-10-29,1550
2009-10-30,1221
2009-10-31,1475
2009-11-01,2744
2009-11-02,4191
2009-11-03,1901
2009-11-04,1787
2009-11-05,1745
2009-11-06,2142
2009-11-07,1421
2009-11-08,2753
2009-11-09,1346
2009-11-10,1729
2009-11-11,2220
2009-11-12,2119
2009-11-13,2349
2009-11-14,641
2009-11-15,2199
2009-11-16,1706
2009-11-17,1601
2009-11-18,2881
2009-11-19,971
2009-11-20,2690
2009-11-21,1619
2009-11-22,1545
2009-11-23,2383
2009-11-24,2065
2009-11-25,1232
2009-11-26,1396
2009-11-27,1639
2009-11-28,2801
2009-11-29,1751
2009-11-30,1626
2009-12-01,2204
2009-12-02,2179
2009-12-03,1844
2009-12-04,1242
2009-12-05,1715
2009-12-06,2073
2009-12-07,2809
2009-12-08,2110
2009-12-09,1196
2009-12-10,1566
2009-12-11,1339
2009-12-12,1066
2009-12-13,2286
2009-12-14,2760
2009-12-15,1694
2009-12-16,1334
2009-12-17,887
2009-12-18,818
2009-12-19,1684
2009-12-20,2500
2009-12-21,1985
2009-12-22,2507
2009-12-23,1603
2009-12-24,2054
2009-12-25,1093
2009-12-27,5244
2009-12-28,4216
2009-12-29,4676
2009-12-30,3505
2009-12-31,2893
2010-01-01,2319
2010-01-02,5413
2010-01-03,4201
2010-01-04,2168
2010-01-05,3348
2010-01-06,3102
2010-01-07,1870
2010-01-08,2501
2010-01-09,2252
2010-01-11,2075
2010-01-12,2396
2010-01-13,4242
2010-01-14,1991
2010-01-15,1565
2010-01-16,2180
2010-01-17,3249
2010-01-18,3206
2010-01-19,3238
2010-01-20,2271
2010-01-21,1745
2010-01-22,1285
2010-01-23,2060
2010-01-24,4237
2010-01-25,4719
2010-01-26,2195
2010-01-27,1981
2010-01-28,1913
2010-01-29,2132
2010-01-30,2278
2010-01-31,2946
2010-02-01,2571
2010-02-02,2479
2010-02-03,1761
2010-02-04,1001
2010-02-05,2222
2010-02-06,3334
2010-02-07,2564
2010-02-08,3242
2010-02-09,1541
2010-02-10,1657
2010-02-11,3259
2010-02-12,1829
2010-02-13,2372
2010-02-14,2487
2010-02-15,2265
2010-02-16,1764
2010-02-17,2382
2010-02-18,2039
2010-02-19,1760
2010-02-20,1597
2010-02-21,3104
2010-02-22,2415
2010-02-23,2513
2010-02-24,1255
2010-02-25,750
2010-02-26,1138
2010-02-27,1959
2010-02-28,3210
2010-03-01,2160
2010-03-02,2273
2010-03-03,2113
2010-03-04,1134
2010-03-05,1534
2010-03-06,2407
2010-03-07,2560
2010-03-08,1598
2010-03-09,1631
2010-03-10,1580
2010-03-11,2288
2010-03-12,1847
2010-03-13,1545
2010-03-14,2029
2010-03-15,2598
2010-03-16,3225
2010-03-17,2970
2010-03-18,2496
2010-03-19,1770
2010-03-20,3373
2010-03-21,2836
2010-03-22,3086
2010-03-23,2386
2010-03-24,2434
2010-03-25,1276
2010-03-26,2398
2010-03-27,1828
2010-03-28,2218
2010-03-29,2002
2010-03-30,1750
2010-03-31,1669
2010-04-01,1706
2010-04-02,1452
2010-04-03,1851
2010-04-04,2772
2010-04-05,2733
2010-04-06,1440
2010-04-07,1478
2010-04-08,2028
2010-04-09,2288
2010-04-10,2739
2010-04-11,2760
2010-04-12,2125
2010-04-13,1057
2010-04-14,1106
2010-04-15,1834
2010-04-16,1418
2010-04-17,1819
2010-04-18,1786
2010-04-19,1605
2010-04-20,1843
2010-04-21,1947
2010-04-22,1800
2010-04-23,4331
2010-04-24,3057
2010-04-25,3102
2010-04-26,2602
2010-04-27,2047
2010-04-28,1715
2010-04-29,1305
2010-04-30,1789
2010-05-01,1908
2010-05-02,2851
2010-05-03,1446
2010-05-04,1493
2010-05-05,1090
2010-05-06,1383
2010-05-07,2248
2010-05-08,1989
2010-05-09,1537
2010-05-10,2327
2010-05-11,1947
2010-05-12,2140
2010-05-13,2666
2010-05-14,1711
2010-05-15,2534
2010-05-16,2099
2010-05-17,1982
2010-05-18,1535
2010-05-19,2209
2010-05-20,987
2010-05-21,1829
2010-05-22,1521
2010-05-23,2696
2010-05-24,2463
2010-05-25,2828
2010-05-26,1396
2010-05-27,2106
2010-05-28,1520
2010-05-29,1630
2010-05-30,2377
2010-05-31,1963
2010-06-01,1897
2010-06-02,1637
2010-06-03,2419
2010-06-04,1490
2010-06-05,635
2010-06-06,2388
2010-06-07,2224
2010-06-08,3041
2010-06-09,1088
2010-06-10,1827
2010-06-11,1309
2010-06-12,1485
2010-06-13,2579
2010-06-14,2032
2010-06-15,1953
2010-06-16,2041
2010-06-17,1486
2010-06-18,1846
2010-06-19,2902
2010-06-20,2238
2010-06-21,2673
2010-06-22,3525
2010-06-23,2346
2010-06-24,2420
2010-06-25,2298
2010-06-26,2775
2010-06-27,2874
2010-06-28,2317
2010-06-29,2258
2010-06-30,2195
2010-07-01,1518
2010-07-02,1204
2010-07-03,1244
2010-07-04,1499
2010-07-05,1845
2010-07-06,2811
2010-07-07,1374
2010-07-08,2268
2010-07-09,2168
2010-07-10,1609
2010-07-11,2786
2010-07-12,2826
2010-07-13,1512
2010-07-14,2198
2010-07-15,2412
2010-07-16,3013
2010-07-17,2503
2010-07-18,3067
2010-07-19,2748
2010-07-20,2371
2010-07-21,2187
2010-07-22,1661
2010-07-23,2131
2010-07-24,3059
2010-07-25,2305
2010-07-26,3289
2010-07-27,3272
2010-07-28,3008
2010-07-29,2269
2010-07-30,1713
2010-07-31,2746
2010-08-01,1804
2010-08-02,2905
2010-08-03,3105
2010-08-04,1876
2010-08-05,1914
2010-08-06,2952
2010-08-07,3293
2010-08-08,3314
2010-08-09,3459
2010-08-10,3060
2010-08-11,2447
2010-08-12,2567
2010-08-13,2610
2010-08-14,3153
2010-08-15,4366
2010-08-16,3325
2010-08-17,1681
2010-08-18,1919
2010-08-19,1475
2010-08-20,1822
2010-08-21,1372
2010-08-22,2723
2010-08-23,4575
2010-08-24,2505
2010-08-25,2827
2010-08-26,3089
2010-08-27,2011
2010-08-28,2142
2010-08-29,1644
2010-08-30,1831
2010-08-31,2235
2010-09-01,2164
2010-09-02,2171
2010-09-03,2098
2010-09-04,1368
2010-09-05,1963
2010-09-06,2218
2010-09-07,2766
2010-09-08,3034
2010-09-09,2268
2010-09-10,2019
2010-09-11,2718
2010-09-12,3123
2010-09-13,1872
2010-09-14,1846
2010-09-15,2751
2010-09-16,1777
2010-09-17,4342
2010-09-18,4114
2010-09-19,7722
2010-09-20,11310
2010-09-21,5426
2010-09-22,4808
2010-09-23,3212
2010-09-24,1605
2010-09-25,2440
2010-09-26,1710
2010-09-27,1982
2010-09-28,2330
2010-09-29,2321
2010-09-30,2018
2010-10-01,2129
2010-10-02,2405
2010-10-03,2575
2010-10-04,3724
2010-10-05,2402
2010-10-06,3058
2010-10-07,3634
2010-10-08,1640
2010-10-09,2940
2010-10-10,3021
2010-10-11,2745
2010-10-12,3063
2010-10-13,1178
2010-10-14,1937
2010-10-15,2308
2010-10-16,3201
2010-10-17,2866
2010-10-18,3394
2010-10-19,1705
2010-10-20,2604
2010-10-21,4420
2010-10-22,3664
2010-10-23,2672
2010-10-24,4119
2010-10-25,3028
2010-10-26,2169
2010-10-27,2198
2010-10-28,2106
2010-10-29,2790
2010-10-30,2251
2010-10-31,2129
2010-11-01,3345
2010-11-02,3501
2010-11-03,2672
2010-11-04,1466
2010-11-05,2249
2010-11-06,1908
2010-11-07,2563
2010-11-08,2347
2010-11-09,2744
2010-11-10,2178
2010-11-11,2355
2010-11-12,1610
2010-11-13,1831
2010-11-14,1965
2010-11-15,1808
2010-11-16,1868
2010-11-17,1401
2010-11-18,1726
2010-11-19,1561
2010-11-20,2689
2010-11-21,2300
2010-11-22,2178
2010-11-23,1819
2010-11-24,2533
2010-11-25,1969
2010-11-26,1927
2010-11-27,3240
2010-11-28,6103
2010-11-29,3164
2010-11-30,2869
2010-12-01,2130
2010-12-02,1623
2010-12-03,1543
2010-12-04,3177
2010-12-05,2971
2010-12-06,2468
2010-12-07,2472
2010-12-08,1740
2010-12-09,1415
2010-12-10,1336
2010-12-11,1820
2010-12-12,2412
2010-12-13,2065
2010-12-14,1738
2010-12-15,2067
2010-12-16,2305
2010-12-17,2202
2010-12-18,2232
2010-12-19,3907
2010-12-20,1830
2010-12-21,1522
2010-12-22,2075
2010-12-23,1339
2010-12-24,1366
2010-12-25,1390
2010-12-26,2315
2010-12-27,2580
2010-12-28,2491
2010-12-29,3274
2010-12-30,3323
2010-12-31,2159
2011-01-01,1746
2011-01-02,2311
2011-01-03,3088
2011-01-04,2530
2011-01-05,2901
2011-01-06,2552
2011-01-07,2309
2011-01-08,2591
2011-01-09,2421
2011-01-10,2974
2011-01-11,2725
2011-01-12,2672
2011-01-13,2348
2011-01-14,2334
2011-01-15,1969
2011-01-16,2419
2011-01-17,2236
2011-01-18,2297
2011-01-19,2125
2011-01-20,2468
2011-01-21,3729
2011-01-22,3065
2011-01-23,2360
2011-01-24,3278
2011-01-25,2519
2011-01-26,1316
2011-01-27,2819
2011-01-28,3855
2011-01-29,2423
2011-01-30,2010
2011-01-31,2773
2011-02-01,1682
2011-02-02,1597
2011-02-03,2010
2011-02-04,2916
2011-02-05,2057
2011-02-06,3105
2011-02-07,2407
2011-02-08,2065
2011-02-09,907
2011-02-10,2576
2011-02-11,3100
2011-02-12,2068
2011-02-13,2499
2011-02-14,2373
2011-02-15,1552
2011-02-16,2196
2011-02-17,2364
2011-02-18,1733
2011-02-19,1744
2011-02-20,3391
2011-02-21,1730
2011-02-22,2221
2011-02-23,1938
2011-02-24,2518
2011-02-25,2390
2011-02-26,1785
2011-02-27,4196
2011-02-28,2646
2011-03-01,2789
2011-03-02,1835
2011-03-03,3339
2011-03-04,2613
2011-03-05,3906
2011-03-06,2796
2011-03-07,4024
2011-03-08,2358
2011-03-09,2584
2011-03-10,3581
2011-03-11,1436
2011-03-12,2364
2011-03-13,2609
2011-03-14,2898
2011-03-15,1571
2011-03-16,1210
2011-03-17,1647
2011-03-18,1431
2011-03-19,2642
2011-03-20,2815
2011-03-21,2445
2011-03-22,1595
2011-03-23,2353
2011-03-24,1679
2011-03-25,2279
2011-03-26,1703
2011-03-27,3129
2011-03-28,1758
2011-03-29,1643
2011-03-30,2194
2011-03-31,2622
2011-04-01,2689
2011-04-02,2240
2011-04-03,2943
2011-04-04,1779
2011-04-05,1678
2011-04-06,2272
2011-04-07,2369
2011-04-08,2378
2011-04-09,2207
2011-04-10,4128
2011-04-11,2177
2011-04-12,1700
2011-04-13,2429
2011-04-14,2333
2011-04-15,2800
2011-04-16,2228
2011-04-17,2395
2011-04-18,2127
2011-04-19,3603
2011-04-20,2179
2011-04-21,2341
2011-04-22,2642
2011-04-23,2079
2011-04-24,2519
2011-04-25,2930
2011-04-26,2963
2011-04-27,1507
2011-04-28,2814
2011-04-29,1955
2011-04-30,2772
2011-05-01,2987
2011-05-02,2937
2011-05-03,2196
2011-05-04,2249
2011-05-05,2281
2011-05-06,1822
2011-05-07,2256
2011-05-08,2757
2011-05-09,2839
2011-05-10,3381
2011-05-11,1501
2011-05-12,1566
2011-05-13,1624
2011-05-14,2061
2011-05-15,3974
2011-05-16,1753
2011-05-17,1837
2011-05-18,1641
2011-05-19,1403
2011-05-20,1153
2011-05-21,2121
2011-05-22,1866
2011-05-23,2093
2011-05-24,3090
2011-05-25,2443
2011-05-26,1637
2011-05-27,1422
2011-05-28,1914
2011-05-29,2462
2011-05-30,2429
2011-05-31,2010
2011-06-01,1963
2011-06-02,1503
2011-06-03,2156
2011-06-04,2473
2011-06-05,1731
2011-06-06,2476
2011-06-07,2082
2011-06-08,1979
2011-06-09,1657
2011-06-10,1761
2011-06-11,1582
2011-06-12,2609
2011-06-13,1748
2011-06-14,1949
2011-06-15,1715
2011-06-16,2800
2011-06-17,2419
2011-06-18,2446
2011-06-19,2506
2011-06-20,1827
2011-06-21,2417
2011-06-22,1725
2011-06-23,1553
2011-06-24,1395
2011-06-25,2223
2011-06-26,2154
2011-06-27,1478
2011-06-28,2164
2011-06-29,1188
2011-06-30,1070
2011-07-01,1131
2011-07-02,1990
2011-07-03,2594
2011-07-04,1564
2011-07-05,1960
2011-07-06,2260
2011-07-07,2715
2011-07-08,2302
2011-07-09,2403
2011-07-10,1943
2011-07-11,2841
2011-07-12,1229
2011-07-13,1721
2011-07-14,1248
2011-07-15,2174
2011-07-16,1375
2011-07-17,2290
2011-07-18,1201
2011-07-19,1165
2011-07-20,1676
2011-07-21,1427
2011-07-22,2082
2011-07-23,2010
2011-07-24,2301
2011-07-25,2190
2011-07-26,1357
2011-07-27,2196
2011-07-28,1669
2011-07-29,1580
2011-07-30,2108
2011-07-31,1891
2011-08-01,1614
2011-08-02,1463
2011-08-03,825
2011-08-04,1428
2011-08-05,1969
2011-08-06,1308
2011-08-07,3329
2011-08-08,1843
2011-08-09,1751
2011-08-10,1650
2011-08-11,1853
2011-08-12,922
2011-08-13,1901
2011-08-14,1945
2011-08-15,1657
2011-08-16,1782
2011-08-17,1765
2011-08-18,1972
2011-08-19,2280
2011-08-20,2244
2011-08-21,3161
2011-08-22,1369
2011-08-23,1637
2011-08-24,980
2011-08-25,1074
2011-08-26,1643
2011-08-27,1627
2011-08-28,2251
2011-08-29,1403
2011-08-30,1665
2011-08-31,1729
2011-09-01,2481
2011-09-02,1915
2011-09-03,2369
2011-09-04,2360
2011-09-05,1785
2011-09-06,2005
2011-09-07,1409
2011-09-08,656
2011-09-09,1604
2011-09-10,1594
2011-09-11,1624
2011-09-12,1619
2011-09-13,2315
2011-09-14,1101
2011-09-15,1028
2011-09-16,658
2011-09-17,1355
2011-09-18,1305
2011-09-19,1959
2011-09-20,1826
2011-09-21,1301
2011-09-22,1726
2011-09-23,1121
2011-09-24,2235
2011-09-25,1751
2011-09-26,1838
2011-09-27,1857
2011-09-28,1536
2011-09-29,1982
2011-09-30,1162
2011-10-01,1437
2011-10-02,1182
2011-10-03,1618
2011-10-04,1842
2011-10-05,2584
2011-10-06,1324
2011-10-07,962
2011-10-08,1129
2011-10-09,2099
2011-10-10,2000
2011-10-11,1129
2011-10-12,899
2011-10-13,1525
2011-10-14,1505
2011-10-15,2973
2011-10-16,1921
2011-10-17,1290
2011-10-18,1843
2011-10-19,1448
2011-10-20,1433
2011-10-21,1359
2011-10-22,1372
2011-10-23,2038
2011-10-24,2266
2011-10-25,1301
2011-10-26,1283
2011-10-27,1483
2011-10-28,696
2011-10-29,1103
2011-10-30,2394
2011-10-31,1718
