hour,events
2018-07-15T12,148
2018-07-15T13,115
2018-07-15T14,60
2018-07-15T15,63
2018-07-15T16,350
2018-07-15T17,663
2018-07-15T18,339
2018-07-15T19,161
2018-07-15T20,47
2018-07-15T21,167
2018-07-15T22,288
2018-07-15T23,237
2018-07-16T00,117
2018-07-16T01,122
2018-07-16T02,324
2018-07-16T03,266
2018-07-16T04,134
2018-07-16T05,109
2018-07-16T06,26
2018-07-16T07,19
2018-07-16T08,26
2018-07-16T09,151
2018-07-16T10,73
2018-07-16T11,50
2018-07-16T12,244
2018-07-16T13,269
2018-07-16T14,74
2018-07-16T15,63
2018-07-16T16,30
2018-07-16T17,293
2018-07-16T18,214
2018-07-16T19,422
2018-07-16T20,46
2018-07-16T21,121
2018-07-16T22,26
2018-07-16T23,106
2018-07-17T00,95
2018-07-17T01,272
2018-07-17T02,42
2018-07-17T03,54
2018-07-17T04,158
2018-07-17T05,143
2018-07-17T06,281
2018-07-17T07,350
2018-07-17T08,55
2018-07-17T09,19
2018-07-17T10,92
2018-07-17T11,84
2018-07-17T12,18
2018-07-17T13,26
2018-07-17T14,193
2018-07-17T15,22
2018-07-17T16,19
2018-07-17T17,150
2018-07-17T18,121
2018-07-17T19,70
2018-07-17T20,256
2018-07-17T21,214
2018-07-17T22,54
2018-07-17T23,147
2018-07-18T00,318
2018-07-18T01,311
2018-07-18T02,60
2018-07-18T03,284
2018-07-18T04,336
2018-07-18T05,65
2018-07-18T06,127
2018-07-18T07,137
2018-07-18T08,161
2018-07-18T09,267
2018-07-18T10,242
2018-07-18T11,62
2018-07-18T12,149
2018-07-18T13,29
2018-07-18T14,140
2018-07-18T15,127
2018-07-18T16,254
2018-07-18T17,349
2018-07-18T18,279
2018-07-18T19,157
2018-07-18T20,218
2018-07-18T21,689
2018-07-18T22,393
2018-07-18T23,197
2018-07-19T00,61
2018-07-19T01,235
2018-07-19T02,50
2018-07-19T03,128
2018-07-19T04,311
2018-07-19T05,188
2018-07-19T06,16
2018-07-19T07,19
2018-07-19T08,70
2018-07-19T09,38
2018-07-19T10,75
2018-07-19T11,49
2018-07-19T12,106
2018-07-19T13,151
2018-07-19T14,139
2018-07-19T15,73
2018-07-19T16,311
2018-07-19T17,86
2018-07-19T18,125
2018-07-19T19,108
2018-07-19T20,85
2018-07-19T21,76
2018-07-19T22,42
2018-07-19T23,17
2018-07-20T00,141
2018-07-20T01,148
2018-07-20T02,20
2018-07-20T03,28
2018-07-20T04,10
2018-07-20T05,8
2018-07-20T06,30
2018-07-20T07,16
2018-07-20T08,31
2018-07-20T09,27
2018-07-20T10,12
2018-07-20T11,8
2018-07-20T12,35
2018-07-20T13,15
2018-07-20T14,19
2018-07-20T15,243
2018-07-20T16,44
2018-07-20T17,117
2018-07-20T18,34
2018-07-20T19,59
2018-07-20T20,188
2018-07-20T21,204
2018-07-20T22,130
2018-07-20T23,61
2018-07-21T00,205
2018-07-21T01,351
2018-07-21T02,406
2018-07-21T03,32
2018-07-21T04,16
2018-07-21T05,243
2018-07-21T06,166
2018-07-21T07,149
2018-07-21T08,32
2018-07-21T09,48
2018-07-21T10,23
2018-07-21T11,18
2018-07-21T12,28
2018-07-21T13,31
2018-07-21T14,57
2018-07-21T15,348
2018-07-21T16,458
2018-07-21T17,462
2018-07-21T18,370
2018-07-21T19,183
2018-07-21T20,1727
2018-07-21T21,153
2018-07-21T22,209
2018-07-21T23,364
2018-07-22T00,167
2018-07-22T01,199
2018-07-22T02,170
2018-07-22T03,234
2018-07-22T04,92
2018-07-22T05,81
2018-07-22T06,179
2018-07-22T07,70
2018-07-22T08,10
2018-07-22T09,31
2018-07-22T10,42
2018-07-22T11,89
2018-07-22T12,186
2018-07-22T13,72
2018-07-22T14,251
2018-07-22T15,184
2018-07-22T16,297
2018-07-22T17,195
2018-07-22T18,207
2018-07-22T19,145
2018-07-22T20,155
2018-07-22T21,667
2018-07-22T22,652
2018-07-22T23,213
2018-07-23T00,131
2018-07-23T01,111
2018-07-23T02,107
2018-07-23T03,57
2018-07-23T04,220
2018-07-23T05,235
2018-07-23T06,44
2018-07-23T07,17
2018-07-23T08,27
2018-07-23T09,74
2018-07-23T10,73
2018-07-23T11,159
2018-07-23T12,24
2018-07-23T13,165
2018-07-23T14,90
2018-07-23T15,30
2018-07-23T16,42
2018-07-23T17,89
2018-07-23T18,43
2018-07-23T19,149
2018-07-23T20,86
2018-07-23T21,127
2018-07-23T22,29
2018-07-23T23,120
2018-07-24T00,38
2018-07-24T01,529
2018-07-24T02,32
2018-07-24T03,12
2018-07-24T04,11
2018-07-24T05,12
2018-07-24T06,9
2018-07-24T07,124
2018-07-24T08,13
2018-07-24T09,9
2018-07-24T10,25
2018-07-24T11,36
2018-07-24T12,52
2018-07-24T13,50
2018-07-24T14,114
2018-07-24T15,609
2018-07-24T16,115
2018-07-24T17,84
2018-07-24T18,199
2018-07-24T19,131
2018-07-24T20,216
2018-07-24T21,146
2018-07-24T22,270
2018-07-24T23,194
2018-07-25T00,89
2018-07-25T01,54
2018-07-25T02,25
2018-07-25T03,78
2018-07-25T04,87
2018-07-25T05,97
2018-07-25T06,57
2018-07-25T07,38
2018-07-25T08,12
2018-07-25T09,73
2018-07-25T10,130
2018-07-25T11,24
2018-07-25T12,28
2018-07-25T13,127
2018-07-25T14,79
2018-07-25T15,17
2018-07-25T16,83
2018-07-25T17,36
2018-07-25T18,38
2018-07-25T19,52
2018-07-25T20,59
2018-07-25T21,121
2018-07-25T22,182
2018-07-25T23,59
2018-07-26T00,123
2018-07-26T01,14
2018-07-26T02,29
2018-07-26T03,353
2018-07-26T04,20
2018-07-26T05,11
2018-07-26T06,36
2018-07-26T07,28
2018-07-26T08,32
2018-07-26T09,49
2018-07-26T10,78
2018-07-26T11,108
2018-07-26T12,49
2018-07-26T13,9
2018-07-26T14,12
2018-07-26T15,12
2018-07-26T16,163
2018-07-26T17,162
2018-07-26T18,430
2018-07-26T19,254
2018-07-26T20,116
2018-07-26T21,196
2018-07-26T22,153
2018-07-26T23,61
2018-07-27T00,441
2018-07-27T01,202
2018-07-27T02,120
2018-07-27T03,108
2018-07-27T04,94
2018-07-27T05,76
2018-07-27T06,124
2018-07-27T07,59
2018-07-27T08,7
2018-07-27T09,10
2018-07-27T10,101
2018-07-27T11,19
2018-07-27T12,146
2018-07-27T13,1631
2018-07-27T14,22
2018-07-27T15,96
2018-07-27T16,101
2018-07-27T17,79
2018-07-27T18,74
2018-07-27T19,312
2018-07-27T20,144
2018-07-27T21,313
2018-07-27T22,508
2018-07-27T23,149
2018-07-28T00,170
2018-07-28T01,49
2018-07-28T02,25
2018-07-28T03,76
2018-07-28T04,101
2018-07-28T05,28
2018-07-28T06,162
2018-07-28T07,35
2018-07-28T08,144
2018-07-28T09,29
2018-07-28T10,34
2018-07-28T11,21
2018-07-28T12,133
2018-07-28T13,202
2018-07-28T14,69
2018-07-28T15,62
2018-07-28T16,288
2018-07-28T17,150
2018-07-28T18,318
2018-07-28T19,166
2018-07-28T20,231
2018-07-28T21,511
2018-07-28T22,374
2018-07-28T23,299
2018-07-29T00,328
2018-07-29T01,391
2018-07-29T02,146
2018-07-29T03,141
2018-07-29T04,109
2018-07-29T05,271
2018-07-29T06,131
2018-07-29T07,26
2018-07-29T08,55
2018-07-29T09,54
2018-07-29T10,18
2018-07-29T11,17
2018-07-29T12,43
2018-07-29T13,19
2018-07-29T14,196
2018-07-29T15,351
2018-07-29T16,409
2018-07-29T17,315
2018-07-29T18,488
2018-07-29T19,505
2018-07-29T20,182
2018-07-29T21,133
2018-07-29T22,368
2018-07-29T23,36
2018-07-30T00,105
2018-07-30T01,266
2018-07-30T02,583
2018-07-30T03,554
2018-07-30T04,221
2018-07-30T05,353
2018-07-30T06,187
2018-07-30T07,42
2018-07-30T08,101
2018-07-30T09,56
2018-07-30T10,174
2018-07-30T11,95
2018-07-30T12,129
2018-07-30T13,36
2018-07-30T14,51
2018-07-30T15,41
2018-07-30T16,26
2018-07-30T17,50
2018-07-30T18,148
2018-07-30T19,475
2018-07-30T20,513
2018-07-30T21,872
2018-07-30T22,116
2018-07-30T23,257
2018-07-31T00,366
2018-07-31T01,368
2018-07-31T02,424
2018-07-31T03,175
2018-07-31T04,230
2018-07-31T05,38
2018-07-31T06,101
2018-07-31T07,72
2018-07-31T08,88
2018-07-31T09,121
2018-07-31T10,77
2018-07-31T11,13
2018-07-31T12,28
2018-07-31T13,61
2018-07-31T14,199
2018-07-31T15,48
2018-07-31T16,98
2018-07-31T17,126
2018-07-31T18,65
2018-07-31T19,285
2018-07-31T20,245
2018-07-31T21,638
2018-07-31T22,165
2018-07-31T23,44
2018-08-01T00,30
2018-08-01T01,42
2018-08-01T02,91
2018-08-01T03,84
2018-08-01T04,53
2018-08-01T05,33
2018-08-01T06,40
2018-08-01T07,29
2018-08-01T08,29
2018-08-01T09,159
2018-08-01T10,136
2018-08-01T11,81
2018-08-01T12,48
2018-08-01T13,199
2018-08-01T14,120
2018-08-01T15,14
2018-08-01T16,18
2018-08-01T17,27
2018-08-01T18,16
2018-08-01T19,28
2018-08-01T20,92
2018-08-01T21,20
2018-08-01T22,18
2018-08-01T23,294
2018-08-02T00,263
2018-08-02T01,326
2018-08-02T02,194
2018-08-02T03,238
2018-08-02T04,88
2018-08-02T05,159
2018-08-02T06,31
2018-08-02T07,13
2018-08-02T08,13
2018-08-02T09,100
2018-08-02T10,139
2018-08-02T11,120
2018-08-02T12,22
2018-08-02T13,20
2018-08-02T14,154
2018-08-02T15,171
2018-08-02T16,60
2018-08-02T17,195
2018-08-02T18,344
2018-08-02T19,395
2018-08-02T20,67
2018-08-02T21,262
2018-08-02T22,30
2018-08-02T23,22
2018-08-03T00,444
2018-08-03T01,169
2018-08-03T02,225
2018-08-03T03,235
2018-08-03T04,117
2018-08-03T05,86
2018-08-03T06,10
2018-08-03T07,9
2018-08-03T08,76
2018-08-03T09,55
2018-08-03T10,97
2018-08-03T11,100
2018-08-03T12,233
2018-08-03T13,13
2018-08-03T14,18
2018-08-03T15,109
2018-08-03T16,107
2018-08-03T17,68
2018-08-03T18,248
2018-08-03T19,219
2018-08-03T20,138
2018-08-03T21,24
2018-08-03T22,33
2018-08-03T23,43
2018-08-04T00,390
2018-08-04T01,104
2018-08-04T02,475
2018-08-04T03,118
2018-08-04T04,147
2018-08-04T05,87
2018-08-04T06,83
2018-08-04T07,20
2018-08-04T08,120
2018-08-04T09,39
2018-08-04T10,68
2018-08-04T11,145
2018-08-04T12,22
2018-08-04T13,111
2018-08-04T14,70
2018-08-04T15,44
2018-08-04T16,187
2018-08-04T17,198
2018-08-04T18,144
2018-08-04T19,592
2018-08-04T20,310
2018-08-04T21,168
2018-08-04T22,340
2018-08-04T23,133
2018-08-05T00,189
2018-08-05T01,55
2018-08-05T02,80
2018-08-05T03,87
2018-08-05T04,135
2018-08-05T05,135
2018-08-05T06,21
2018-08-05T07,14
2018-08-05T08,35
2018-08-05T09,17
2018-08-05T10,47
2018-08-05T11,48
2018-08-05T12,139
2018-08-05T13,277
2018-08-05T14,169
2018-08-05T15,344
2018-08-05T16,146
2018-08-05T17,64
2018-08-05T18,169
2018-08-05T19,211
2018-08-05T20,61
2018-08-05T21,160
2018-08-05T22,41
2018-08-05T23,161
2018-08-06T00,134
2018-08-06T01,448
2018-08-06T02,74
2018-08-06T03,345
2018-08-06T04,326
2018-08-06T05,42
2018-08-06T06,44
2018-08-06T07,24
2018-08-06T08,77
2018-08-06T09,340
2018-08-06T10,52
2018-08-06T11,53
2018-08-06T12,152
2018-08-06T13,35
2018-08-06T14,115
2018-08-06T15,281
2018-08-06T16,45
2018-08-06T17,130
2018-08-06T18,140
2018-08-06T19,26
2018-08-06T20,119
2018-08-06T21,23
2018-08-06T22,192
2018-08-06T23,284
2018-08-07T00,306
2018-08-07T01,193
2018-08-07T02,66
2018-08-07T03,42
2018-08-07T04,294
2018-08-07T05,241
2018-08-07T06,26
2018-08-07T07,13
2018-08-07T08,44
2018-08-07T09,3
2018-08-07T10,56
2018-08-07T11,144
2018-08-07T12,148
2018-08-07T13,47
2018-08-07T14,113
2018-08-07T15,197
2018-08-07T16,30
2018-08-07T17,31
2018-08-07T18,1142
2018-08-07T19,158
2018-08-07T20,288
2018-08-07T21,77
2018-08-07T22,107
2018-08-07T23,51
2018-08-08T00,152
2018-08-08T01,68
2018-08-08T02,71
2018-08-08T03,73
2018-08-08T04,67
2018-08-08T05,81
2018-08-08T06,8
2018-08-08T07,67
2018-08-08T08,69
2018-08-08T09,87
2018-08-08T10,48
2018-08-08T11,51
2018-08-08T12,81
2018-08-08T13,114
2018-08-08T14,76
2018-08-08T15,53
2018-08-08T16,41
2018-08-08T17,21
2018-08-08T18,225
2018-08-08T19,150
2018-08-08T20,271
2018-08-08T21,54
2018-08-08T22,205
2018-08-08T23,162
2018-08-09T00,115
2018-08-09T01,46
2018-08-09T02,46
2018-08-09T03,61
2018-08-09T04,25
2018-08-09T05,52
2018-08-09T06,14
2018-08-09T07,17
2018-08-09T08,36
2018-08-09T09,9
2018-08-09T10,13
2018-08-09T11,65
2018-08-09T12,12
2018-08-09T13,468
2018-08-09T14,306
2018-08-09T15,292
2018-08-09T16,182
2018-08-09T17,443
2018-08-09T18,171
2018-08-09T19,108
2018-08-09T20,88
2018-08-09T21,152
2018-08-09T22,253
2018-08-09T23,50
2018-08-10T00,131
2018-08-10T01,44
2018-08-10T02,58
2018-08-10T03,164
2018-08-10T04,51
2018-08-10T05,18
2018-08-10T06,34
2018-08-10T07,23
2018-08-10T08,57
2018-08-10T09,138
2018-08-10T10,187
2018-08-10T11,290
2018-08-10T12,67
2018-08-10T13,25
2018-08-10T14,122
2018-08-10T15,739
2018-08-10T16,286
2018-08-10T17,180
2018-08-10T18,525
2018-08-10T19,189
2018-08-10T20,122
2018-08-10T21,77
2018-08-10T22,375
2018-08-10T23,283
2018-08-11T00,184
2018-08-11T01,165
2018-08-11T02,97
2018-08-11T03,28
2018-08-11T04,14
2018-08-11T05,19
2018-08-11T06,123
2018-08-11T07,45
2018-08-11T08,20
2018-08-11T09,87
2018-08-11T10,55
2018-08-11T11,162
2018-08-11T12,79
2018-08-11T13,90
2018-08-11T14,344
2018-08-11T15,458
2018-08-11T16,222
2018-08-11T17,264
2018-08-11T18,264
2018-08-11T19,245
2018-08-11T20,443
2018-08-11T21,195
2018-08-11T22,255
2018-08-11T23,205
2018-08-12T00,312
2018-08-12T01,232
2018-08-12T02,120
2018-08-12T03,176
2018-08-12T04,182
2018-08-12T05,89
2018-08-12T06,41
2018-08-12T07,82
2018-08-12T08,378
2018-08-12T09,173
2018-08-12T10,162
2018-08-12T11,300
2018-08-12T12,111
2018-08-12T13,135
2018-08-12T14,229
2018-08-12T15,258
2018-08-12T16,284
2018-08-12T17,106
2018-08-12T18,220
2018-08-12T19,105
2018-08-12T20,360
2018-08-12T21,599
2018-08-12T22,849
2018-08-12T23,224
2018-08-13T00,36
2018-08-13T01,37
2018-08-13T02,305
2018-08-13T03,360
2018-08-13T04,70
2018-08-13T05,83
2018-08-13T06,21
2018-08-13T07,11
2018-08-13T08,76
2018-08-13T09,164
2018-08-13T10,30
2018-08-13T11,57
2018-08-13T12,13
2018-08-13T13,33
2018-08-13T14,270
2018-08-13T15,44
2018-08-13T16,38
2018-08-13T17,41
2018-08-13T18,95
2018-08-13T19,165
2018-08-13T20,397
2018-08-13T21,320
2018-08-13T22,422
2018-08-13T23,208
2018-08-14T00,15
2018-08-14T01,22
2018-08-14T02,77
2018-08-14T03,152
2018-08-14T04,27
2018-08-14T05,128
2018-08-14T06,92
2018-08-14T07,25
2018-08-14T08,21
2018-08-14T09,244
2018-08-14T10,102
2018-08-14T11,51
2018-08-14T12,71
2018-08-14T13,247
2018-08-14T14,90
2018-08-14T15,74
2018-08-14T16,128
2018-08-14T17,124
2018-08-14T18,104
2018-08-14T19,990
2018-08-14T20,102
2018-08-14T21,92
2018-08-14T22,451
2018-08-14T23,218
2018-08-15T00,112
2018-08-15T01,218
2018-08-15T02,97
2018-08-15T03,29
2018-08-15T04,18
2018-08-15T05,13
2018-08-15T06,18
2018-08-15T07,61
2018-08-15T08,36
2018-08-15T09,15
2018-08-15T10,13
2018-08-15T11,26
2018-08-15T12,41
2018-08-15T13,166
2018-08-15T14,44
2018-08-15T15,194
2018-08-15T16,109
2018-08-15T17,84
2018-08-15T18,216
2018-08-15T19,24
2018-08-15T21,32
2018-08-15T22,1172
2018-08-15T23,85
2018-08-16T00,13
2018-08-16T13,49
2018-08-16T14,293
2018-08-16T15,104
2018-08-16T16,108
2018-08-16T17,69
2018-08-16T18,174
2018-08-16T19,186
2018-08-16T20,185
2018-08-16T21,86
2018-08-16T22,134
2018-08-16T23,191
2018-08-17T00,204
2018-08-17T01,108
2018-08-17T02,85
2018-08-17T03,61
2018-08-17T04,9
2018-08-17T05,30
2018-08-17T06,47
2018-08-17T07,44
2018-08-17T08,10
2018-08-17T09,25
2018-08-17T10,18
2018-08-17T11,18
2018-08-17T12,55
2018-08-17T13,58
2018-08-17T14,184
2018-08-17T15,119
2018-08-17T16,191
2018-08-17T17,135
2018-08-17T18,39
2018-08-17T19,46
2018-08-17T20,165
2018-08-17T21,42
2018-08-17T22,102
2018-08-17T23,158
2018-08-18T00,161
2018-08-18T01,45
2018-08-18T02,130
2018-08-18T03,316
2018-08-18T04,290
2018-08-18T05,9
2018-08-18T06,17
2018-08-18T07,393
2018-08-18T08,54
2018-08-18T09,20
2018-08-18T10,185
2018-08-18T11,156
2018-08-18T12,273
2018-08-18T13,106
2018-08-18T14,21
2018-08-18T15,77
2018-08-18T16,61
2018-08-18T17,114
2018-08-18T18,431
2018-08-18T19,1428
2018-08-18T20,391
2018-08-18T21,128
2018-08-18T22,88
2018-08-18T23,83
2018-08-19T00,156
2018-08-19T01,655
2018-08-19T02,276
2018-08-19T03,119
2018-08-19T04,147
2018-08-19T05,737
2018-08-19T06,289
2018-08-19T07,60
2018-08-19T08,57
2018-08-19T09,77
2018-08-19T10,58
2018-08-19T11,162
2018-08-19T12,106
2018-08-19T13,160
2018-08-19T14,2424
2018-08-19T15,126
2018-08-19T16,14
2018-08-19T17,225
2018-08-19T18,473
2018-08-19T19,382
2018-08-19T20,299
2018-08-19T21,524
2018-08-19T22,142
2018-08-19T23,291
2018-08-20T00,210
2018-08-20T01,93
2018-08-20T02,189
2018-08-20T03,79
2018-08-20T04,62
2018-08-20T05,88
2018-08-20T06,143
2018-08-20T07,93
2018-08-20T08,43
2018-08-20T09,13
2018-08-20T10,167
2018-08-20T11,447
2018-08-20T12,272
2018-08-20T13,100
2018-08-20T14,31
2018-08-20T15,105
2018-08-20T16,171
2018-08-20T17,57
2018-08-20T18,229
2018-08-20T19,197
2018-08-20T20,192
2018-08-20T21,227
2018-08-20T22,122
2018-08-20T23,72
2018-08-21T00,53
2018-08-21T01,24
2018-08-21T02,37
2018-08-21T03,191
2018-08-21T04,4
2018-08-21T05,239
2018-08-21T06,31
2018-08-21T07,65
2018-08-21T08,20
2018-08-21T09,217
2018-08-21T10,285
2018-08-21T11,197
2018-08-21T12,60
2018-08-21T13,38
2018-08-21T14,68
2018-08-21T15,98
2018-08-21T16,203
2018-08-21T17,64
2018-08-21T18,144
2018-08-21T19,375
2018-08-21T20,71
2018-08-21T21,278
2018-08-21T22,33
2018-08-21T23,45
2018-08-22T00,78
2018-08-22T01,224
2018-08-22T02,193
2018-08-22T03,370
2018-08-22T04,89
2018-08-22T05,85
2018-08-22T06,10
2018-08-22T07,39
2018-08-22T08,7
2018-08-22T09,46
2018-08-22T10,275
2018-08-22T11,66
2018-08-22T12,29
2018-08-22T13,72
2018-08-22T14,44
2018-08-22T15,269
2018-08-22T16,553
2018-08-22T17,492
2018-08-22T18,373
2018-08-22T19,1339
2018-08-22T20,214
2018-08-22T21,391
2018-08-22T22,355
2018-08-22T23,165
2018-08-23T00,39
2018-08-23T01,123
2018-08-23T02,402
2018-08-23T03,297
2018-08-23T04,13
2018-08-23T05,13
2018-08-23T06,8
2018-08-23T07,13
2018-08-23T08,9
2018-08-23T09,5
2018-08-23T10,42
2018-08-23T11,78
2018-08-23T12,165
2018-08-23T13,21
2018-08-23T14,32
2018-08-23T15,63
2018-08-23T16,73
2018-08-23T17,55
2018-08-23T18,278
2018-08-23T19,621
2018-08-23T20,177
2018-08-23T21,217
2018-08-23T22,60
2018-08-23T23,164
2018-08-24T00,107
2018-08-24T01,116
2018-08-24T02,208
2018-08-24T03,123
2018-08-24T04,65
2018-08-24T05,26
2018-08-24T06,99
2018-08-24T07,452
2018-08-24T08,104
2018-08-24T09,44
2018-08-24T10,129
2018-08-24T11,23
2018-08-24T12,293
2018-08-24T13,245
2018-08-24T14,111
2018-08-24T15,472
2018-08-24T16,82
2018-08-24T17,125
2018-08-24T18,273
2018-08-24T19,131
2018-08-24T20,150
2018-08-24T21,398
2018-08-24T22,300
2018-08-24T23,31
2018-08-25T00,126
2018-08-25T01,26
2018-08-25T02,107
2018-08-25T03,128
2018-08-25T04,240
2018-08-25T05,367
2018-08-25T06,151
2018-08-25T07,227
2018-08-25T08,87
2018-08-25T09,30
2018-08-25T10,41
2018-08-25T11,312
2018-08-25T12,257
2018-08-25T13,115
2018-08-25T14,157
2018-08-25T15,260
2018-08-25T16,47
2018-08-25T17,82
2018-08-25T18,191
2018-08-25T19,52
2018-08-25T20,297
2018-08-25T21,117
2018-08-25T22,131
2018-08-25T23,197
2018-08-26T00,288
2018-08-26T01,558
2018-08-26T02,201
2018-08-26T03,51
2018-08-26T04,274
2018-08-26T05,62
2018-08-26T06,243
2018-08-26T07,109
2018-08-26T08,13
2018-08-26T09,143
2018-08-26T10,149
2018-08-26T11,134
2018-08-26T12,108
2018-08-26T13,111
2018-08-26T14,116
2018-08-26T15,101
2018-08-26T16,99
2018-08-26T17,247
2018-08-26T18,176
2018-08-26T19,79
2018-08-26T20,114
2018-08-26T21,206
2018-08-26T22,45
2018-08-26T23,34
2018-08-27T00,144
2018-08-27T01,181
2018-08-27T02,235
2018-08-27T03,55
2018-08-27T04,45
2018-08-27T05,30
2018-08-27T06,59
2018-08-27T07,97
2018-08-27T08,94
2018-08-27T09,100
2018-08-27T10,55
2018-08-27T11,69
2018-08-27T12,29
2018-08-27T13,21
2018-08-27T14,33
2018-08-27T15,45
2018-08-27T16,169
2018-08-27T17,247
2018-08-27T18,128
2018-08-27T19,643
2018-08-27T20,259
2018-08-27T21,321
2018-08-27T22,219
2018-08-27T23,597
2018-08-28T00,251
2018-08-28T01,497
2018-08-28T02,168
2018-08-28T03,15
2018-08-28T04,110
2018-08-28T05,205
2018-08-28T06,279
2018-08-28T07,178
2018-08-28T08,161
2018-08-28T09,86
2018-08-28T10,89
2018-08-28T11,217
2018-08-28T12,290
2018-08-28T13,248
2018-08-28T14,292
2018-08-28T15,928
2018-08-28T16,224
2018-08-28T17,507
2018-08-28T18,315
2018-08-28T19,303
2018-08-28T20,140
2018-08-28T21,276
2018-08-28T22,276
2018-08-28T23,123
2018-08-29T00,29
2018-08-29T01,81
2018-08-29T02,34
2018-08-29T03,41
2018-08-29T04,10
2018-08-29T05,43
2018-08-29T06,30
2018-08-29T07,88
2018-08-29T08,316
2018-08-29T09,267
2018-08-29T10,56
2018-08-29T11,504
2018-08-29T12,236
2018-08-29T13,102
2018-08-29T14,217
2018-08-29T15,91
2018-08-29T16,34
2018-08-29T17,53
2018-08-29T18,20
2018-08-29T19,225
2018-08-29T20,62
2018-08-29T21,225
2018-08-29T22,140
2018-08-29T23,111
2018-08-30T00,43
2018-08-30T01,46
2018-08-30T02,238
2018-08-30T03,417
2018-08-30T04,3839
2018-08-30T05,23
2018-08-30T06,59
2018-08-30T07,295
2018-08-30T08,25
2018-08-30T09,117
2018-08-30T10,307
2018-08-30T11,231
2018-08-30T12,170
2018-08-30T13,162
2018-08-30T14,130
2018-08-30T15,358
2018-08-30T16,226
2018-08-30T17,172
2018-08-30T18,43
2018-08-30T19,167
2018-08-30T20,127
2018-08-30T21,60
2018-08-30T22,37
2018-08-30T23,287
2018-08-31T00,50
2018-08-31T01,51
2018-08-31T02,67
2018-08-31T03,150
2018-08-31T04,54
2018-08-31T05,44
2018-08-31T06,94
2018-08-31T07,48
2018-08-31T08,156
2018-08-31T09,164
2018-08-31T10,117
2018-08-31T11,41
2018-08-31T12,20
2018-08-31T13,33
2018-08-31T14,73
2018-08-31T15,65
2018-08-31T16,161
2018-08-31T17,49
2018-08-31T18,414
2018-08-31T19,134
2018-08-31T20,180
2018-08-31T21,314
2018-08-31T22,539
2018-08-31T23,216
2018-09-01T00,27
2018-09-01T01,40
2018-09-01T02,81
2018-09-01T03,140
2018-09-01T04,182
2018-09-01T05,52
2018-09-01T06,131
2018-09-01T07,479
2018-09-01T08,52
2018-09-01T09,103
2018-09-01T10,122
2018-09-01T11,40
2018-09-01T12,154
2018-09-01T13,101
2018-09-01T14,157
2018-09-01T15,45
2018-09-01T16,36
2018-09-01T17,274
2018-09-01T18,232
2018-09-01T19,455
2018-09-01T20,112
2018-09-01T21,159
2018-09-01T22,216
2018-09-01T23,195
2018-09-02T00,271
2018-09-02T01,833
2018-09-02T02,482
2018-09-02T03,172
2018-09-02T04,174
2018-09-02T05,240
2018-09-02T06,45
2018-09-02T07,11
2018-09-02T08,82
2018-09-02T09,12
2018-09-02T10,111
2018-09-02T11,43
2018-09-02T12,167
2018-09-02T13,362
2018-09-02T14,225
2018-09-02T15,76
2018-09-02T16,215
2018-09-02T17,242
2018-09-02T18,313
2018-09-02T19,564
2018-09-02T20,200
2018-09-02T21,255
2018-09-02T22,335
2018-09-02T23,274
2018-09-03T00,316
2018-09-03T01,242
2018-09-03T02,226
2018-09-03T03,112
2018-09-03T04,171
2018-09-03T05,26
2018-09-03T06,144
2018-09-03T07,129
2018-09-03T08,250
2018-09-03T09,126
2018-09-03T10,69
2018-09-03T11,281
2018-09-03T12,87
2018-09-03T13,67
2018-09-03T14,47
2018-09-03T15,210
2018-09-03T16,181
2018-09-03T17,1508
2018-09-03T18,163
2018-09-03T19,54
2018-09-03T20,81
2018-09-03T21,74
2018-09-03T22,80
2018-09-03T23,35
2018-09-04T00,42
2018-09-04T01,62
2018-09-04T02,226
2018-09-04T03,30
2018-09-04T04,9
2018-09-04T05,10
2018-09-04T06,39
2018-09-04T07,90
2018-09-04T08,14
2018-09-04T09,11
2018-09-04T10,12
2018-09-04T11,107
2018-09-04T12,39
2018-09-04T13,30
2018-09-04T14,178
2018-09-04T15,156
2018-09-04T16,17
2018-09-04T17,86
2018-09-04T18,112
2018-09-04T19,124
2018-09-04T20,138
2018-09-04T21,62
2018-09-04T22,328
2018-09-04T23,89
2018-09-05T00,37
2018-09-05T01,232
2018-09-05T02,508
2018-09-05T03,145
2018-09-05T04,17
2018-09-05T05,16
2018-09-05T06,262
2018-09-05T07,173
2018-09-05T08,11
2018-09-05T09,49
2018-09-05T10,16
2018-09-05T11,73
2018-09-05T12,130
2018-09-05T13,153
2018-09-05T14,8
2018-09-05T15,242
2018-09-05T16,188
2018-09-05T17,289
2018-09-05T18,81
2018-09-05T19,373
2018-09-05T20,197
2018-09-05T21,141
2018-09-05T22,101
2018-09-05T23,19
2018-09-06T00,3
2018-09-06T01,146
2018-09-06T02,78
2018-09-06T03,146
2018-09-06T04,39
2018-09-06T05,16
2018-09-06T06,15
2018-09-06T07,8
2018-09-06T08,9
2018-09-06T09,90
2018-09-06T10,146
2018-09-06T11,46
2018-09-06T12,45
2018-09-06T13,55
2018-09-06T14,73
2018-09-06T15,38
2018-09-06T16,290
2018-09-06T17,194
2018-09-06T18,343
2018-09-06T19,292
2018-09-06T20,255
2018-09-06T21,164
2018-09-06T22,527
2018-09-06T23,198
